LONGITUDE,LATITUDE,res,faults,dem,mag,grav,geol,deposit
139.739422,-35.7282325,1.9752,0.026806572985233562,37.3900146484375,-9.075468063354492,-4.272468566894531,Crustal element Kanmantoo Main,1
136.0597147,-34.3279294,3.4926,0.5268350376071715,45.866119384765625,-244.06784057617188,11.410070419311523,"Cleve, Spencer, Olympic Domains",1
138.0168213,-35.7330845,2.0868,0.002451300919097579,145.45278930664062,-203.5669403076172,18.458364486694336,Crustal element Kanmantoo SW,1
139.2500362,-34.2501555,1.9811,0.027836743186334088,276.48931884765625,-172.88958740234375,-1.7148864269256592,Crustal element Kanmantoo Main,1
135.9054797,-34.4258664,2.7108,0.670322784927022,162.43174743652344,569.7136840820312,15.066315650939941,Cleve Domain,1
135.8355777,-34.5097794,3.1224,0.7761515835381766,89.27439880371094,64.38592529296875,24.26701545715332,Cleve Domain,1
131.2563421473348,-30.120351795109077,1.9842,0.052155650580903705,146.65464782714844,-494.1255187988281,-16.119922637939453,Nawa Domain,0
137.39987055957425,-34.03790506056582,0.0613,0.312419639899203,0.0,0.0,0.0,Olympic Domain,0
132.57431946725006,-35.297500515355964,-0.5563,1.8618919876600737,0.0,0.0,0.0,-9999,0
131.08482718188563,-33.01870000787138,-0.7999,1.4317875327565237,0.0,0.0,0.0,?Fowler Domain,0
134.16828870216844,-34.78311917505249,-1.045,1.1667161351365312,0.0,0.0,0.0,Nuyts Domain,0
137.7991211330321,-34.05137182333325,2.3930000000000002,0.07430795221021498,90.43834686279297,529.5264282226562,3.828984022140503,"Nawa, Mount Woods, Fowler, Wilgena, Harris Gr",0
138.58137598554893,-31.280231517705598,2.0980000000000003,0.037733335198462906,397.2104187011719,192.8194122314453,-4.958601951599121,Crustal element Adelaide,0
138.2227499799552,-35.99810024055812,-0.2535,0.31016110932274793,0.0,0.0,0.0,Crustal element Kanmantoo SW,0
137.24586867171385,-31.318405111851554,1.9942,0.7572324081964533,102.74120330810547,-78.41065216064453,-13.433902740478516,Olympic Domain,0
133.9515713158619,-34.96174127745262,-0.904,1.371254736958795,0.0,0.0,0.0,Nuyts Domain,0
132.22631035666916,-32.4498745427341,-0.1761,1.1099808805923712,0.0,0.0,0.0,Nuyts Domain,0
131.1780417328407,-29.63441114103732,1.9292,0.0785580379834185,201.97169494628906,273.43109130859375,-27.864721298217773,Nawa Domain,0
141.29183972490304,-36.768426808897054,2.0209,0.379390170081282,,,,-9999,0
138.29152289643287,-27.071936228407274,1.9921,1.0668311033249616,13.522031784057617,-2.5422027111053467,-5.7545623779296875,Crustal element Thomson,0
140.26166258955658,-31.992104465372165,2.7039999999999997,0.06314510637741784,320.5827331542969,69.78123474121094,-19.996654510498047,"Willyama Inliers, ""cratonic nucleus""",0
138.5877250403798,-30.969718416581628,2.2098,0.03508877276847391,606.5068969726562,-34.4763069152832,-1.700119137763977,Crustal element Adelaide,0
138.733908677492,-36.7730487007083,-0.3045,0.9647691563546783,0.0,0.0,0.0,Crustal element Kanmantoo Main,0
131.20561386074954,-29.467966547087823,1.886,0.017337577532091763,213.27056884765625,-93.10301971435547,-33.604312896728516,Hughes Domain,0
131.86690332356795,-32.64870205463356,-0.5720000000000001,1.0935600253708193,0.0,0.0,0.0,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
139.01051906845274,-30.806126942470563,2.1093,0.04221733924573774,444.0235595703125,-34.41824722290039,-4.07291316986084,Crustal element Adelaide,0
140.4921522751549,-34.104137330853234,1.8976,0.119914356478943,37.2074089050293,55.9206657409668,-40.866825103759766,Crustal element Glenelg,0
129.1276806809684,-34.67772614662141,-0.5241,3.18444363737564,0.0,0.0,0.0,-9999,0
136.08618358933262,-28.075384226919596,2.0474,0.08195775421206758,50.053009033203125,53.83219528198242,-8.04964828491211,Peake and Denison Domain,0
136.01105175022786,-26.155241276742107,2.0232,1.4340687755313348,98.78298950195312,-215.9236602783203,-15.4588623046875,Crustal element Thomson,0
131.79909564062152,-32.872653460670186,-0.735,1.228021724989874,0.0,0.0,0.0,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
133.87675554954967,-34.41061021731321,-0.5078,0.8280208874784275,0.0,0.0,0.0,Nuyts Domain,0
131.58443961013714,-34.970147598471954,-0.5452,1.987657263572143,0.0,0.0,0.0,-9999,0
134.41387573567337,-36.0465194757189,-0.5654,1.2075045396611754,0.0,0.0,0.0,-9999,0
129.86741208129064,-29.4110847692047,1.9241,0.180793979060606,193.75765991210938,31.24727439880371,-54.98738098144531,,0
129.2774457040272,-27.9347486562048,1.9867,0.012396726179730528,433.07421875,-113.6617660522461,-103.77378845214844,,0
134.50536175691198,-34.71998501136237,-1.7328,1.1008258240905562,0.0,0.0,0.0,"Coulta, Cleve, Spencer Domains",0
134.81953582289304,-28.61715056325447,2.0991,0.807145714908615,154.4241943359375,334.3529968261719,-19.488460540771484,Peake and Denison Domain,0
137.24111698233622,-26.55996543890201,1.9906,1.9159051867668322,25.857887268066406,-27.580350875854492,-19.83490753173828,Crustal element Thomson,0
131.3295750326787,-36.68229642545341,-0.5238,3.5743442099135425,0.0,0.0,0.0,-9999,0
132.00227968089376,-30.47571077313766,2.059,0.014480435580088264,147.35296630859375,-152.082763671875,-0.4956679940223694,"Chrisite, Wilgena, Harris Greenstone, Olympic",0
133.8395438826321,-26.09710191227179,1.9932,0.5118820319485083,416.47418212890625,-381.6372985839844,-36.607704162597656,Fregon Subdomain,0
130.01546697400266,-31.502683319246334,2.4356,0.019894828984336164,76.40876770019531,282.7409362792969,-55.323143005371094,,0
136.8291353532586,-32.60820177393178,2.6452,0.9132179787114707,222.3431396484375,-494.0884094238281,-12.188140869140625,Gawler Range Volcanics Domain,0
139.36486227919636,-37.88118154544615,-0.1579,1.1371205258712422,0.0,0.0,0.0,-9999,0
130.66355584230107,-34.572757140294414,-0.5379,2.477500416056272,0.0,0.0,0.0,-9999,0
131.16718866144888,-29.80912922974473,1.989,0.03946498405918944,246.69508361816406,87.2602310180664,-19.86943817138672,Nawa Domain,0
130.2286254965012,-28.958535047706533,1.8214,0.12526862631046184,252.11463928222656,-43.06545639038086,-60.78020095825195,,0
137.91514554002208,-33.45974927825972,0.419,0.056038573904995774,0.0,0.0,0.0,Olympic Domain,0
134.04374678326116,-32.027317316371054,2.3149,1.283006235650936,71.96932220458984,322.0626220703125,-46.157562255859375,Nuyts Domain,0
139.30866386103528,-37.8984939626432,-0.1579,1.1762493838127572,0.0,0.0,0.0,-9999,0
139.55273726926157,-32.19881325555543,2.0084,0.10572769841918622,264.4378356933594,-163.05926513671875,-18.732629776000977,Crustal element Adelaide,0
136.1630846765011,-26.533202776992837,2.0099,1.2940116372848418,65.74125671386719,-118.98484802246094,-12.978527069091797,Crustal element Thomson,0
138.5319401535798,-31.83145771423474,2.1152,0.03570750617524501,388.0145263671875,-128.5213165283203,-31.26797866821289,Crustal element Adelaide,0
136.24954761401273,-31.581894425209736,1.9723,1.0741008327005375,151.25167846679688,-0.699475884437561,-6.744001388549805,Gawler Range Volcanics Domain,0
141.4822086357262,-30.989400626255687,2.8789999999999996,0.8869257008288156,,,,-9999,0
137.65869162358806,-28.431308614688646,1.9429,0.9869556000885443,4.541501045227051,-135.58888244628906,-20.108713150024414,Noolyeana Domain,0
136.0682400731621,-32.76211904508936,2.4286,0.728165448038996,239.14271545410156,-405.4009704589844,-24.545597076416016,"Nawa, Mount Woods, Fowler, Wilgena, Harris Gr",0
141.1272970531254,-33.876605115352,1.8753,0.32500295451700406,,,,-9999,0
130.79866842068088,-30.785937351009505,1.9435,0.04750014177503486,105.31660461425781,79.92179870605469,-48.51165771484375,Fisher Domain,0
131.03570116949354,-30.3121979691988,1.9582,0.08784560982864763,118.45299530029297,-221.3103485107422,-30.85184097290039,Fisher Domain,0
140.65538116845852,-30.622186790870174,1.9862,0.16842240372131032,59.69612121582031,118.68379974365234,-10.92569637298584,"Willyama Inliers, ""cratonic nucleus""",0
139.36744761603117,-35.407901316067125,2.4151,0.004333015344932256,5.498841762542725,166.93531799316406,-3.0734713077545166,Crustal element Kanmantoo Main,0
137.31780323145955,-27.055417379857666,1.9913,1.6364048425317816,13.430191040039062,-28.890106201171875,-10.960951805114746,Noolyeana Domain,0
129.3308870709939,-29.722213132728996,1.9335,0.14566490027837425,200.174072265625,-156.02037048339844,-52.83000946044922,,0
130.14592507534877,-32.039280313444,-0.4354,0.4536064138528715,0.0,0.0,0.0,?Fowler Domain,0
136.84091600924728,-34.151856247405235,-0.8494,0.7151736661146184,0.0,0.0,0.0,"Cleve, Spencer, Olympic Domains",0
130.40503428753127,-36.535571678559116,-0.5218,3.945717061293338,0.0,0.0,0.0,-9999,0
130.53538127847239,-36.162284017096155,-0.5219,3.575567361744128,0.0,0.0,0.0,-9999,0
131.22560004743534,-36.81508243762972,-0.5234,3.7392339003015267,0.0,0.0,0.0,-9999,0
138.45044601241028,-33.41963394920302,2.4823,0.08593029185508458,284.6678466796875,-2.498507261276245,-16.912721633911133,Crustal element Adelaide,0
133.82049263590258,-33.948704678602105,-0.4309,0.36270271442836266,0.0,0.0,0.0,Nuyts Domain,0
129.14032058435836,-29.846539744388593,1.9277,0.05727678583359704,190.73768615722656,65.19918823242188,-49.939453125,,0
136.16294728594409,-29.2363421213062,1.9456,0.03504056851130063,78.6071548461914,-205.310546875,-25.695903778076172,Coober Pedy Domain,0
136.74532804027007,-26.266347844163825,1.9881,1.8288240965091602,62.245628356933594,-137.08737182617188,-22.446014404296875,Crustal element Thomson,0
134.5135499816048,-28.301626525239904,2.0021,0.44674601244859324,186.17771911621094,99.73477172851562,-24.046615600585938,Nawa Domain,0
130.58938828596385,-26.998545907660564,2.0062,0.4884761587148343,510.9311828613281,0.0021433248184621334,-36.14362335205078,Fregon Subdomain,0
131.33728672373812,-31.744634908447146,-0.3328,0.17117902431312088,0.0,0.0,0.0,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
139.5335568172898,-36.34105780915007,-0.2622,0.3282870985624298,0.0,0.0,0.0,Crustal element Kanmantoo Main,0
131.78635122946022,-31.47654594070478,1.6208,0.3242599864406946,119.2223892211914,409.4515075683594,28.772218704223633,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
134.8301272245091,-35.52473547107541,-0.6148,0.8547363934157891,0.0,0.0,0.0,-9999,0
131.10017322421328,-26.867131039442057,2.0167,0.41803874702282284,542.0140380859375,264.0842590332031,-11.277883529663086,Fregon Subdomain,0
141.03526423337706,-31.06778431487494,2.0316,0.6540159968894103,,,,-9999,0
140.60280566611223,-36.98296489598072,1.9915,0.033512840048022796,48.80158996582031,135.44473266601562,-8.6937837600708,Crustal element Kanmantoo Main,0
133.2388127430184,-35.64481181566312,-0.5481,2.046620544695468,0.0,0.0,0.0,-9999,0
133.566918901609,-35.31856108714692,-0.5808,1.71217645923823,0.0,0.0,0.0,-9999,0
129.00520152571426,-27.291266276527374,1.9959,0.0753540856832265,419.35595703125,-156.96653747558594,-113.77517700195312,,0
131.63049667716942,-27.505487460799536,2.0148,0.025064643147932174,471.9553527832031,-57.09341049194336,-124.60954284667969,Fregon Subdomain,0
141.1685862745819,-32.61839408186732,2.0748,0.2233562788736478,,,,-9999,0
136.29283379731203,-33.56148128425498,2.0527,0.04216181140664443,205.68505859375,-273.8265380859375,-11.01739501953125,"Nuyts, Cleve, Spencer, Gawler Range Volcanics",0
136.1042272330333,-34.254964245164956,2.8724,0.44492803892668153,89.75399780273438,-290.6234130859375,13.695435523986816,Cleve Domain,0
137.67679145462967,-30.825318445853448,1.9906,0.44730550883898723,35.58552932739258,-493.02386474609375,-8.643756866455078,Olympic Domain,0
138.12184446274188,-31.646954235299425,2.0893,0.07865292005880137,70.77291870117188,-11.238727569580078,-33.336185455322266,Olympic Domain,0
137.31323554215726,-26.667522009073068,1.9913,1.8887862095982635,20.432527542114258,1.1809422969818115,-15.625327110290527,Noolyeana Domain,0
128.87150921197653,-27.765745694486625,1.994,0.17203582959633748,58.66844177246094,-152.9239959716797,-36.42336654663086,-9999,0
138.66423644354074,-28.243041912114336,1.975,0.2041223068513851,59.56319808959961,-188.73562622070312,-15.786652565002441,Crustal element Thomson,0
129.6078607106038,-33.46353985897494,-0.5729,1.9136340550175899,0.0,0.0,0.0,?Fowler Domain,0
135.7424636090759,-37.28092475661131,-0.8009,1.411104337339189,0.0,0.0,0.0,-9999,0
140.94141683235114,-33.716423728146125,1.9368,0.12644576607164296,30.59847640991211,26.340980529785156,-22.300655364990234,Crustal element Glenelg,0
138.29743149485043,-32.821920659564604,2.2471,0.09803992070994869,355.0578308105469,-210.66888427734375,-32.03269958496094,Olympic Domain,0
131.68083838385087,-35.81670556123095,-0.5254,2.642650435510339,0.0,0.0,0.0,-9999,0
141.13149425430234,-32.408239390990474,2.0575,0.21282500791313258,,,,-9999,0
138.6409234722598,-31.008906348040078,2.3962,0.010996821835777397,478.0688171386719,-26.830801010131836,-2.431492805480957,Crustal element Adelaide,0
129.6962387032585,-36.97575712337552,-0.5216,4.7409691654142785,0.0,0.0,0.0,-9999,0
135.1570757467857,-27.333538528431554,1.9937,0.514761949515716,153.85214233398438,82.70532989501953,-33.57089614868164,Nawa Domain,0
137.27792762587896,-27.183189647946303,1.9913,1.5295911518367449,16.705921173095703,-60.614105224609375,-10.846562385559082,Noolyeana Domain,0
139.65682887811116,-37.92375118174082,-0.354,1.0973475007000526,0.0,0.0,0.0,-9999,0
140.10310881563038,-32.632414525888635,2.2751,0.21663279133563162,306.6245422363281,-140.26358032226562,-25.86721420288086,Crustal element Adelaide,0
133.0419963609151,-30.767170303635393,2.0712,0.9282440012996382,158.7706298828125,511.03009033203125,-29.210525512695312,"Christie, Fowler, Wilgena, Nuyts, Mount Woods",0
141.04796825894888,-28.828904193579955,1.9451,0.39258825290352467,,,,-9999,0
137.46349182027538,-31.736534364905232,2.1306,0.469731808383768,46.971923828125,390.93621826171875,-21.530317306518555,Gawler Range Volcanics Domain,0
130.225140734668,-36.61995232533126,-0.5217,4.125121218835874,0.0,0.0,0.0,-9999,0
134.55208831120186,-36.94328016213942,-0.5726,1.5021730790200842,0.0,0.0,0.0,-9999,0
141.12634066962585,-33.93794560149831,1.8230000000000002,0.31399065109381746,,,,-9999,0
141.27262351668162,-33.187532261965416,1.9407,0.30215990215026894,,,,-9999,0
141.1039044657785,-27.28287792897425,1.992,0.10492248753419625,,,,-9999,0
140.01564565784025,-26.952892639774056,1.9913,0.1756859180768622,40.895729064941406,-92.2026596069336,-21.609657287597656,Crustal element Thomson,0
133.16867180213194,-32.16342709617111,2.8571,1.1665420957514079,0.0,56.7136116027832,-56.476436614990234,Nuyts Domain,0
134.86574918117316,-37.68240049057328,-0.5675,1.953335301030275,0.0,0.0,0.0,-9999,0
131.93506623587982,-37.214055953447804,-0.5275,3.8700847618101015,0.0,0.0,0.0,-9999,0
130.97272315558894,-37.09857576941223,-0.5227,4.106530291409448,0.0,0.0,0.0,-9999,0
